Lado usado;Joelho mínimo (graus);Joelho médio (graus);Joelho máximo (graus);Tronco médio (graus);Assimetria média (graus);Assimetria máxima (graus);Cotovelo médio (graus);Cotovelo mínimo (graus);Cotovelo máximo (graus);Quadril médio (graus);Ombro médio (graus);Tornozelo médio (graus);Tornozelo mínimo (graus);Tornozelo máximo (graus);Inclinação média do pé (graus);Diferença média ponta-calcanhar (px);Status do selim;Status do tronco;Status da assimetria;Status do guidão;Status do pé;Recomendações
right;62,54;100,38;143,33;34,04;36,55;85,53;162,68;155,06;165,27;95,5;64,09;119,52;105,74;132,26;35,44;121,92;baixo;ok;sim;ok;ponta_alta;Selim: subir 2 a 5 mm e regravar. | Tronco/Guidao: OK. | Reach: OK. | Pe/Tornozelo: muita dorsiflexao (ponta alta). Ajuste tecnica e confira altura do selim/alcance. | Assimetria: confirme camera 100% lateral. Se persistir, revise tacos/pe (cleat) e centralizacao do selim.
